Country Name,Country Code,Series Name,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Greenland,GRL,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Guam,GUM,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Hong Kong SAR, China",HKG,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Hungary,HUN,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Iceland,ISL,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Ireland,IRL,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Isle of Man,IMN,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Israel,ISR,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Italy,ITA,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Japan,JPN,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Korea, Rep.",KOR,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Kosovo,XKX,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,99,100,99.75,99.75,99.68,99.86,99.8,99.8,100,100
Kuwait,KWT,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Latvia,LVA,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Liechtenstein,LIE,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Lithuania,LTU,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Luxembourg,LUX,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Macao SAR, China",MAC,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Malta,MLT,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Moldova,MDA,Access to electricity (% of population),100,100,99,100,99.1,98.6,100,100,100,100,100,100,100,100,100,100,100,99.98,99.99,100
Monaco,MCO,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Montenegro,MNE,Access to electricity (% of population),100,100,100,100,100,99.83022071,100,100,100,100,100,99,100,99.7,97.7,100,100,100,100,100
Netherlands,NLD,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
New Caledonia,NCL,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
New Zealand,NZL,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
North Macedonia,MKD,Access to electricity (% of population),100,100,100,100,99.42,100,99,100,99.2,99.2,100,99.7261638,100,100,100,100,100,100,99.8,100
Northern Mariana Islands,MNP,Access to electricity (% of population),100,100,100,99.99880981,99.99087524,99.96778107,99.92762756,100,100,100,100,100,100,100,100,100,100,100,100,100
Norway,NOR,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Oman,OMN,Access to electricity (% of population),100,100,100,100,100,100,99.9992218,100,100,100,100,100,100,100,100,100,100,100,100,100
Poland,POL,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Portugal,PRT,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Puerto Rico,PRI,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Qatar,QAT,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Romania,ROU,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.1,100,100,100
Russian Federation,RUS,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95.5,100,100,100,100
San Marino,SMR,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Saudi Arabia,SAU,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.9,99.93,100,100
Singapore,SGP,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sint Maarten (Dutch part),SXM,Access to electricity (% of population),100,100,100,100,100,100,99.99783325,99.98529816,99.9539032,99.90898132,100,100,100,100,100,100,100,100,100,100
Slovak Republic,SVK,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Slovenia,SVN,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Spain,ESP,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
St. Martin (French part),MAF,Access to electricity (% of population),100,100,100,100,100,100,99.99783325,99.98529816,99.9539032,99.90898132,100,100,100,100,100,100,100,100,100,100
Sweden,SWE,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Switzerland,CHE,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Ukraine,UKR,Access to electricity (% of population),100,100,100,100,100,99.8855617,100,99.8,100,100,100,100,99.86749117,100,100,100,100,100,100,100
United Arab Emirates,ARE,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Kingdom,GBR,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United States,USA,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Virgin Islands (U.S.),VIR,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Georgia,GEO,Access to electricity (% of population),..,..,99.9,100,99.93,97.93505412,100,100,100,100,100,100,100,100,100,100,100,100,99.9,100
Iraq,IRQ,Access to electricity (% of population),..,..,..,..,..,..,97.62211156,98.1,97.96062469,98.09731293,98.25507355,98,99.3,98.84931946,99.09417725,99.35511017,99.65268707,99.83660889,99.9,100
Kiribati,KIR,Access to electricity (% of population),..,..,..,..,..,69.67640546,68.8,67.47807312,69.90923309,64.19,63.16773671,77.28418732,79.78873444,82.31739807,84.86615753,90.55818141,93.63700867,98.6,99.22225952,100
Lebanon,LBN,Access to electricity (% of population),..,..,..,..,99.9,99.60372925,99.38381709,99.9,99.9,99.80111694,99.87401581,99.68401095,99.98432922,99.99804688,100,100,100,100,100,100
Malaysia,MYS,Access to electricity (% of population),..,..,..,..,..,..,..,..,..,99.3,99.27632141,99.53179169,99.8,99.92416382,99.98835754,100,100,100,100,100
Sri Lanka,LKA,Access to electricity (% of population),..,63.6,80.7,75.04402924,76.6280899,78.20048523,82.05,80,82.88735199,87.09,85.3,87.76,87,90.2,92.63770294,94.3347702,97.5,97.5,99.58686066,100
Turkey,TUR,Access to electricity (% of population),..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100
Tuvalu,TUV,Access to electricity (% of population),..,..,94.62978316,95.11444855,95.40785217,95.68959045,95.96218872,96.7,96.50447845,96.78664398,97.0844574,97.40416718,97.6717774,98.12054443,98.51087189,98.9172821,99.33574677,99.76225281,99.89904785,100
